status_id,lexical_richness,lexical_density,avg_word_length,flesch_reading_ease,length_of_line,compound_sentiment,positive_sentiment,negative_sentiment,num_hyperbolic_words,avg_sentence_length,clickbait_words_count,starts_with_number,starts_with_adverb,count_adverbs,count_adjectives,count_superlatives,count_uppercase,count_verbs,count_nouns,count_pronouns,count_prepositions,count_interjections,formality_measure,positive_sentiment_words,negative_sentiment_words
15704546335_10155637892136336,1.0,0.75,4.416666666666667,101.59,64,-0.6486,0.0,0.412,0,64.0,0,0,0,0,0,0,0,2,6,2,0,0,50.05555555555556,0.0,3.0
15704546335_10155636935991336,1.0,1.0,4.625,105.66,44,0.0,0.0,0.0,0,21.5,0,0,0,0,1,0,0,0,6,0,0,0,50.31818181818182,0.0,0.0
15704546335_10155636200646336,1.0,0.8333333333333334,7.0,33.92,95,0.0,0.0,0.0,0,95.0,0,0,0,0,3,0,0,0,8,0,1,0,50.38235294117647,0.0,0.0
15704546335_10155636933551336,1.0,0.8888888888888888,6.0,62.34,62,0.0,0.0,0.0,0,62.0,1,0,0,0,0,0,0,0,8,0,1,0,50.45,0.0,0.0
15704546335_10155637264431336,1.0,0.75,6.5,37.98,59,-0.4767,0.0,0.307,0,59.0,0,0,0,0,1,0,0,1,4,0,2,0,50.333333333333336,0.0,1.0
15704546335_10155636142976336,1.0,0.9230769230769231,4.384615384615385,100.58,69,0.0,0.0,0.0,0,69.0,0,0,0,1,0,0,0,3,9,0,1,0,50.166666666666664,0.0,0.0
15704546335_10155635888081336,1.0,0.7142857142857143,5.142857142857143,82.65,85,0.0,0.0,0.0,0,85.0,0,0,0,0,0,0,0,2,9,0,2,0,50.214285714285715,0.0,0.0
15704546335_10155633366631336,1.0,0.8571428571428571,5.857142857142857,38.99,47,0.0,0.0,0.0,0,47.0,0,0,0,0,0,0,0,0,6,0,1,0,50.4375,0.0,0.0
15704546335_10155631853626336,1.0,0.8888888888888888,7.222222222222222,28.5,73,0.0,0.0,0.0,0,73.0,0,0,0,1,0,0,0,2,5,0,1,0,50.15,0.0,0.0
15704546335_10155633336871336,1.0,1.0,5.230769230769231,49.82,80,0.0,0.0,0.0,0,80.0,0,0,0,0,0,0,0,1,12,0,1,0,50.35294117647059,0.0,0.0
15704546335_10155633356631336,1.0,0.7777777777777778,6.222222222222222,45.42,64,-0.25,0.177,0.258,0,64.0,0,0,0,0,0,0,0,0,8,0,2,0,50.38461538461539,1.0,1.0
15704546335_10155633568056336,1.0,1.0,7.0,52.53,15,0.0,0.0,0.0,0,15.0,0,0,0,0,0,0,0,0,2,0,0,0,50.333333333333336,0.0,0.0
15704546335_10155632936666336,1.0,0.9166666666666666,5.5,67.76,77,0.0258,0.091,0.0,0,77.0,0,0,0,0,0,0,0,3,7,0,2,0,50.23076923076923,1.0,0.0
15704546335_10155633390106336,1.0,1.0,6.076923076923077,41.36,91,-0.25,0.134,0.195,0,91.0,0,0,0,2,0,0,0,2,11,0,0,0,50.19444444444444,1.0,1.0
15704546335_10155626882781336,1.0,1.0,6.181818181818182,51.85,78,-0.5267,0.0,0.254,0,78.0,0,0,0,0,0,0,0,1,9,1,0,0,50.26923076923077,0.0,1.0
15704546335_10155634353371336,1.0,0.9,6.6,52.87,75,0.0,0.0,0.0,0,75.0,0,0,0,1,1,0,0,3,5,0,0,0,50.0625,0.0,0.0
15704546335_10155626897046336,1.0,0.8461538461538461,4.538461538461538,90.26,71,0.4019,0.184,0.0,0,35.5,0,0,0,0,0,0,0,2,7,0,0,0,50.1764705882353,1.0,0.0
