21326,5550296508_10153754862026509
25857,5550296508_10152780404116509
2143,5550296508_10156575700401509
5466,5550296508_10155944521666509
27420,5550296508_10152527817856509
10464,5550296508_10155019202866509
4853,5550296508_10156061685066509
3723,5550296508_10156268066676509
11653,5550296508_10154844207671509
19613,5550296508_10153961510131509
9616,5550296508_10155155009966509
5389,5550296508_10155960077076509
11496,5550296508_10154866829836509
5927,5550296508_10155857985651509
19098,5550296508_10154032837446509
15431,5550296508_10154384708546509
21845,5550296508_10153681146441509
11161,5550296508_10154919172791509
1990,5550296508_10156611194336509
15691,5550296508_10154364437676509
29855,5550296508_10152096636856509
4758,5550296508_10156076510691509
20254,5550296508_10153883244286509
4137,5550296508_10156184267836509
29164,5550296508_10152123777396211
26910,5550296508_10152610541231509
28533,5550296508_10103434701357841
1773,5550296508_10156663679561509
28131,5550296508_10152265559376211
16827,5550296508_10154260189141509
17113,5550296508_10154234184611509
1765,5550296508_10156664535536509
7663,5550296508_10155535036311509
14146,5550296508_10154489936781509
13394,5550296508_10154592400511509
7010,5550296508_10155651011746509
25677,5550296508_10152807342391509
22217,5550296508_10153627955866509
18479,5550296508_10154121670266509
15371,5550296508_10154390630841509
29606,5550296508_10152205134001509
27799,5550296508_10152463701086509
25183,5550296508_10152880550266509
7411,5550296508_10155586412701509
5877,5550296508_10155864920606509
29424,5550296508_10152233487371509
1691,5550296508_10156678216321509
276,5550296508_10156972816631509
21947,5550296508_10153667895371509
18608,5550296508_10154109847181509
24014,5550296508_10153152607256509
11428,5550296508_10154876556176509
21570,5550296508_10153722158556509
964,5550296508_10156833944151509
20538,5550296508_10153851193971509
18340,5550296508_10154130898296509
27150,5550296508_10152566515181509
28985,5550296508_10102957344399960
8728,5550296508_10155306943031509
25132,5550296508_10152887154816509
16318,5550296508_10154301978936509
17881,5550296508_10154171482251509
18814,5550296508_10154077616496509
1123,5550296508_10156806580591509
24610,5550296508_10153015967861509
4955,5550296508_10156041055566509
13018,5550296508_10154648746126509
11839,5550296508_10154817791701509
4244,5550296508_10156166614461509
25154,5550296508_10152884416141509
4410,5550296508_10156135827426509
29899,5550296508_10152038019851509
9388,5550296508_10155188540821509
23356,5550296508_10153330026836509
1893,5550296508_10156635154406509
13673,5550296508_10154540926086509
13660,5550296508_10154542067376509
17618,5550296508_10154191679231509
10551,5550296508_10155001904746509
1237,5550296508_10156778154271509
18130,5550296508_10154150171671509
7994,5550296508_10155466281266509
28515,5550296508_10152215294831211
18237,5550296508_10154140817241509
10697,5550296508_10154983887421509
20642,5550296508_10153839952611509
8156,5550296508_10155430288121509
2385,5550296508_10156543141036509
13106,5550296508_10154637457306509
2154,5550296508_10156572916216509
21599,5550296508_10153727166351509
20344,5550296508_10153872752686509
21416,5550296508_10153746021306509
17970,5550296508_10154163093741509
9368,5550296508_10155190482241509
12251,5550296508_10154759408051509
18923,5550296508_10154060307846509
2054,5550296508_10156598915476509
2917,5550296508_10156448882596509
13550,5550296508_10154570717336509
7876,5550296508_10155491947126509
3481,5550296508_10156315608436509
18979,5550296508_10154053213371509
2124,5550296508_10156580444581509
19187,5550296508_10154019433591509
9332,5550296508_10155199510081509
3945,5550296508_10156227852831509
1656,5550296508_10156687265291509
17512,5550296508_10154199971241509
6733,5550296508_10155699977911509
24823,5550296508_10152960477321509
883,5550296508_10156848884326509
5587,5550296508_10155918034521509
15503,5550296508_10154380464196509
22672,5550296508_10153524504566509
10342,5550296508_10155035951336509
8780,5550296508_10155298054891509
10831,5550296508_10154967764791509
19872,5550296508_10153924011666509
13757,5550296508_10154532981601509
7841,5550296508_10155498989196509
6156,5550296508_10155817832426509
17935,5550296508_10154165897691509
7727,5550296508_10155520256526509
12825,5550296508_10154672588136509
12331,5550296508_10154744274141509
4718,5550296508_10156082349926509
29679,5550296508_10152194049196509
15282,5550296508_10154396620981509
1006,5550296508_10156824360511509
5621,5550296508_10155912564391509
21471,5550296508_10153740702216509
8316,5550296508_10155397679901509
23746,5550296508_10153228625281509
1630,5550296508_10156695222706509
19729,5550296508_10153945049541509
8369,5550296508_10155386674506509
26212,5550296508_10152724576581509
23650,5550296508_10153266351596509
19317,5550296508_10154002591661509
8866,5550296508_10155281706716509
7214,5550296508_10155620350871509
5620,5550296508_10155912751151509
21299,5550296508_10153759472006509
16434,5550296508_10154293591491509
6297,5550296508_10155792489116509
2343,5550296508_10156547897496509
24156,5550296508_10153118062351509
12066,5550296508_10154787129321509
2910,5550296508_10156449501291509
28483,5550296508_10152221138466211
14945,5550296508_10154422643896509
4879,5550296508_10156056762976509
7622,5550296508_10155543778531509
24860,5550296508_10152949680156509
8441,5550296508_10155370725266509
18548,5550296508_10154114445601509
17023,5550296508_10154244269806509
12854,5550296508_10154667716541509
20420,5550296508_10153862944461509
19416,5550296508_10153990854151509
4129,5550296508_10156187193776509
168,5550296508_10157002984666509
23149,5550296508_10153402470161509
21700,5550296508_10153717474331509
25322,5550296508_10152864175501509
8524,5550296508_10155352061306509
27897,5550296508_10152451238511509
17809,5550296508_10154176741241509
27463,5550296508_10152519148571509
20663,5550296508_10153838080761509
13245,5550296508_10154612479051509
11910,5550296508_10154809565346509
11033,5550296508_10154935985351509
25112,5550296508_10152890522151509
14763,5550296508_10154437264426509
25290,5550296508_10152867810591509
728,5550296508_10156878331051509
7338,5550296508_10155600253746509
16461,5550296508_10154291744631509
13538,5550296508_10154572107736509
9646,5550296508_10155150069321509
29047,5550296508_10100784749557519
2967,5550296508_10156436563876509
16581,5550296508_10154280544546509
12714,5550296508_10154687309641509
14341,5550296508_10154470156781509
25047,5550296508_10152901296016509
14986,5550296508_10154419928501509
2980,5550296508_10156431582741509
14553,5550296508_10154453753561509
3967,5550296508_10156223102031509
26920,5550296508_10152608598976509
20347,5550296508_10153872434611509
26977,5550296508_10152600344896509
15524,5550296508_10154378463586509
1094,5550296508_10156813191226509
25781,5550296508_10152791350711509
24138,5550296508_10153124748351509
28674,5550296508_10152193437271211
15473,5550296508_10154382266426509
2748,5550296508_10156484492056509
29220,5550296508_10152116066821211
11021,5550296508_10154937670711509
7143,5550296508_10155631371296509
11677,5550296508_10154841562211509
5914,5550296508_10155859622071509
4249,5550296508_10156163991076509
23180,5550296508_10153373384576509
19413,5550296508_10153992263256509
23735,5550296508_10153235411016509
747,5550296508_10156876186676509
26137,5550296508_10152737828036509
9729,5550296508_10155138540426509
29313,5550296508_10102897941154540
11988,5550296508_10154797577281509
19272,5550296508_10154007853446509
8923,5550296508_10155272283021509
25923,5550296508_10152772113291509
17634,5550296508_10154190733901509
22520,5550296508_10153556330961509
26329,5550296508_10152705442811509
17977,5550296508_10154162617931509
13526,5550296508_10154573456981509
8759,5550296508_10155302335521509
22369,5550296508_10153585722006509
12116,5550296508_10154781451811509
24853,5550296508_10152952149586509
12381,5550296508_10154738264096509
25681,5550296508_10152807359826509
15606,5550296508_10154372486451509
19929,5550296508_10153917641466509
16426,5550296508_10154294089916509
27668,5550296508_10152484824746509
21556,5550296508_10153727400806509
4773,5550296508_10156074691651509
27412,5550296508_10152528253721509
16011,5550296508_10154335933446509
29601,5550296508_10152206143016509
26352,5550296508_10152702597006509
17035,5550296508_10154243449196509
20654,5550296508_10153839038436509
7476,5550296508_10155570133316509
14648,5550296508_10154447507701509
10618,5550296508_10154994651786509
9203,5550296508_10155219970581509
14953,5550296508_10154422106216509
2400,5550296508_10156540891381509
26182,5550296508_10152729686041509
22176,5550296508_10153633458081509
16437,5550296508_10154293294961509
16711,5550296508_10154269590626509
1763,5550296508_10156664683846509
7448,5550296508_10155576681951509
14009,5550296508_10154503583461509
22477,5550296508_10153564678001509
9645,5550296508_10155150090426509
26893,5550296508_10152613704731509
20930,5550296508_10153806420736509
22992,5550296508_10153440337151509
25067,5550296508_10152898225496509
17795,5550296508_10154177829176509
27863,5550296508_10152454553256509
2198,5550296508_10156567068236509
12744,5550296508_10154683349786509
4422,5550296508_10156131839356509
4637,5550296508_10156095749686509
3831,5550296508_10156250408801509
25769,5550296508_10152794278521509
18137,5550296508_10154149407571509
29832,5550296508_10152132181971509
20644,5550296508_10153840107351509
9975,5550296508_10155102549606509
21738,5550296508_10153702209576509
26285,5550296508_10152711569681509
11434,5550296508_10154875254031509
15400,5550296508_10154388477566509
26600,5550296508_10152661191966509
4726,5550296508_10156081514121509
11182,5550296508_10154916847496509
18656,5550296508_10154106997911509
5108,5550296508_10156013263126509
3937,5550296508_10156229152901509
10544,5550296508_10155002888836509
7349,5550296508_10155597088996509
18250,5550296508_10154139368296509
3175,5550296508_10156380402346509
14270,5550296508_10154475652736509
8382,5550296508_10155383121186509
845,5550296508_10156858281646509
5554,5550296508_10155924596341509
15327,5550296508_10154393501806509
17780,5550296508_10154178789246509
66,5550296508_10157024265721509
12101,5550296508_10154782873331509
2976,5550296508_10156433958151509
6122,5550296508_10155823052271509
2052,5550296508_10156599272816509
9066,5550296508_10155245507256509
3415,5550296508_10156326599826509
15758,5550296508_10154359723626509
10192,5550296508_10155062657306509
26791,5550296508_10152629853321509
16132,5550296508_10154322457906509
11793,5550296508_10154822610881509
25568,5550296508_10152823476671509
26525,5550296508_10152672030936509
5211,5550296508_10155991745561509
26628,5550296508_10152656152881509
6562,5550296508_10155742449516509
1909,5550296508_10156627524031509
4941,5550296508_10156042420091509
14113,5550296508_10154493126391509
6776,5550296508_10155692150686509
9997,5550296508_10155098712856509
18277,5550296508_10154137034946509
29449,5550296508_10152229679696509
7544,5550296508_10155558307661509
17306,5550296508_10154219396991509
12105,5550296508_10154782482961509
3165,5550296508_10156381830166509
2690,5550296508_10156495542781509
2769,5550296508_10156482019626509
24248,5550296508_10153097105451509
17313,5550296508_10154218854211509
18934,5550296508_10154059505976509
24104,5550296508_10153130746596509
20142,5550296508_10153896705511509
12678,5550296508_10154692480716509
22309,5550296508_10153602677046509
14554,5550296508_10154453681516509
5212,5550296508_10155991541201509
1216,5550296508_10156781738161509
16219,5550296508_10154312890556509
406,5550296508_10156943002626509
10805,5550296508_10154969780971509
6881,5550296508_10155675192106509
9445,5550296508_10155179044236509
14055,5550296508_10154499513471509
11374,5550296508_10154885622006509
14890,5550296508_10154428917071509
9479,5550296508_10155173978686509
24718,5550296508_10152988149181509
15026,5550296508_10154417319511509
28292,5550296508_10152244505211211
29287,5550296508_10152107427596211
20213,5550296508_10153878977541509
812,5550296508_10156862076756509
23330,5550296508_10153334379926509
4390,5550296508_10156138436101509
24326,5550296508_10153073911531509
1402,5550296508_10156742755646509
16039,5550296508_10154333544121509
22622,5550296508_10153539126716509
20531,5550296508_10153851894011509
26380,5550296508_10152695921701509
9454,5550296508_10155178205601509
24002,5550296508_10153154610126509
5463,5550296508_10155944891806509
24806,5550296508_10152963782711509
26540,5550296508_10152670980616509
25935,5550296508_10152767582996509
14599,5550296508_10154450416511509
23897,5550296508_10153175182066509
19790,5550296508_10153936577121509
5061,5550296508_10156022014061509
8868,5550296508_10155281406656509
29800,5550296508_10152174798076509
17998,5550296508_10154161217406509
14486,5550296508_10154458398641509
2648,5550296508_10156501700516509
13587,5550296508_10154567363211509
26102,5550296508_10152742577911509
24799,5550296508_10152966174931509
13767,5550296508_10154532171876509
28453,5550296508_10152225363391211
18942,5550296508_10154057972481509
25032,5550296508_10152902752626509
8344,5550296508_10155391752881509
1482,5550296508_10156721543166509
14080,5550296508_10154497000476509
9810,5550296508_10155124051046509
25150,5550296508_10152884814306509
6925,5550296508_10155669948861509
22452,5550296508_10153569272866509
27963,5550296508_10152440052436509
1741,5550296508_10156667922631509
7148,5550296508_10155629215336509
9917,5550296508_10155110666366509
18031,5550296508_10154159188436509
8240,5550296508_10155408624046509
25365,5550296508_10152859801111509
22737,5550296508_10153508882731509
3351,5550296508_10156341472641509
9607,5550296508_10155155627591509
22050,5550296508_10153651421611509
1861,5550296508_10156643882856509
16122,5550296508_10154323931126509
23428,5550296508_10153310340326509
22566,5550296508_10153548884831509
13911,5550296508_10154515217386509
3673,5550296508_10156274662671509
24345,5550296508_10153070748041509
7249,5550296508_10155614245366509
3984,5550296508_10156220622841509
281,5550296508_10156972368716509
27432,5550296508_10152525622256509
24852,5550296508_10152952605221509
1278,5550296508_10156771250961509
11971,5550296508_10154802971046509
26528,5550296508_10152671546961509
1169,5550296508_10156797138531509
19888,5550296508_10153921640526509
26290,5550296508_10152711112066509
19237,5550296508_10154012555756509
17972,5550296508_10154162869716509
18382,5550296508_10154128472226509
26469,5550296508_10152681428876509
1190,5550296508_10156789249096509
8330,5550296508_10155395509191509
24514,5550296508_10153038204506509
15062,5550296508_10154414740776509
29665,5550296508_10152196650281509
6588,5550296508_10155737776801509
5333,5550296508_10155972346981509
27727,5550296508_10152474818466509
26259,5550296508_10152718290246509
27310,5550296508_10152544633281509
28912,5550296508_10103368993496921
3516,5550296508_10156308764771509
12477,5550296508_10154724418506509
19247,5550296508_10154010133311509
13114,5550296508_10154636428076509
11684,5550296508_10154841204066509
27973,5550296508_10152282852696211
25441,5550296508_10152844959281509
13363,5550296508_10154596954211509
6674,5550296508_10155712822646509
25095,5550296508_10152892594326509
18675,5550296508_10154103566631509
29362,5550296508_10152096901856211
18232,5550296508_10154141103891509
16200,5550296508_10154314502731509
9059,5550296508_10155246253536509
20760,5550296508_10153828666371509
24453,5550296508_10153050580441509
2407,5550296508_10156540210226509
19795,5550296508_10153936192501509
3157,5550296508_10156382568946509
20674,5550296508_10153837040461509
15511,5550296508_10154380095351509
10592,5550296508_10154996630036509
7745,5550296508_10155516832976509
15784,5550296508_10154357690661509
3473,5550296508_10156316502266509
27785,5550296508_10152466072366509
24134,5550296508_10153125140501509
13079,5550296508_10154640433936509
12941,5550296508_10154659235901509
22067,5550296508_10153649262181509
23454,5550296508_10153304921891509
10885,5550296508_10154957184846509
29119,5550296508_10152129932191211
14944,5550296508_10154422698566509
25261,5550296508_10152873140351509
4843,5550296508_10156063046696509
8423,5550296508_10155373251161509
6020,5550296508_10155841808156509
15921,5550296508_10154344431851509
25880,5550296508_10152777987331509
28471,5550296508_10103447033643841
18826,5550296508_10154076939046509
9141,5550296508_10155233896206509
18477,5550296508_10154121722231509
14180,5550296508_10154483785496509
13978,5550296508_10154509403011509
18971,5550296508_10154054754421509
21610,5550296508_10153726019561509
23896,5550296508_10153175667666509
22647,5550296508_10153529775181509
26930,5550296508_10152606809736509
11746,5550296508_10154832339866509
19418,5550296508_10153992472396509
11468,5550296508_10154870084596509
12421,5550296508_10154733497431509
25125,5550296508_10152887413126509
11457,5550296508_10154871473751509
24529,5550296508_10153035257821509
2028,5550296508_10156606676146509
2181,5550296508_10156569946531509
9351,5550296508_10155193988796509
3727,5550296508_10156267660786509
15048,5550296508_10154415757656509
12761,5550296508_10154680543651509
25226,5550296508_10152876402866509
637,5550296508_10156904732141509
14753,5550296508_10154438045846509
1721,5550296508_10156669951741509
15535,5550296508_10154377631391509
23198,5550296508_10153367300221509
9958,5550296508_10155104621336509
29834,5550296508_10152127090206509
25324,5550296508_10152863575551509
2858,5550296508_10156459940736509
26656,5550296508_10152651302936509
521,5550296508_10156921416256509
26200,5550296508_10152723912856509
14258,5550296508_10154476544661509
989,5550296508_10156830501516509
27506,5550296508_10152512672016509
19522,5550296508_10153976836366509
22158,5550296508_10153635405001509
4969,5550296508_10156039422461509
3706,5550296508_10156269830851509
22074,5550296508_10153648643231509
15514,5550296508_10154379864306509
2414,5550296508_10156539685436509
15756,5550296508_10154359898791509
20407,5550296508_10153861869406509
26250,5550296508_10152718871606509
21137,5550296508_10153782414956509
7965,5550296508_10155471927286509
20065,5550296508_10153904393336509
1699,5550296508_10156677477611509
2134,5550296508_10156577093671509
735,5550296508_10156877558211509
1560,5550296508_10156708285721509
1728,5550296508_10156669423566509
13311,5550296508_10154604689856509
19344,5550296508_10154000662371509
20611,5550296508_10153843359991509
990,5550296508_10156830252556509
5360,5550296508_10155967418806509
24039,5550296508_10153147854566509
25574,5550296508_10152823114041509
6229,5550296508_10155803160896509
15477,5550296508_10154382135381509
12980,5550296508_10154656036691509
14919,5550296508_10154425383041509
22993,5550296508_10153440297446509
28767,5550296508_10152181304571211
18304,5550296508_10154134516161509
13711,5550296508_10154537045131509
23934,5550296508_10153161888836509
28526,5550296508_10152214481676211
21669,5550296508_10153720904371509
19260,5550296508_10154009562336509
22479,5550296508_10153564256386509
29174,5550296508_10152123052331211
7081,5550296508_10155639902516509
12787,5550296508_10154678037381509
21341,5550296508_10153752595656509
29604,5550296508_10152206279511509
5856,5550296508_10155868849581509
20670,5550296508_10153837694721509
15829,5550296508_10154354633531509
26144,5550296508_10152736677941509
29445,5550296508_10152229755731509
18709,5550296508_10154101539386509
12607,5550296508_10154704821731509
18808,5550296508_10154078284106509
11687,5550296508_10154840974266509
5392,5550296508_10155959757986509
24177,5550296508_10153112594626509
23792,5550296508_10153206185226509
4894,5550296508_10156052814366509
19691,5550296508_10153951607076509
5772,5550296508_10155882488006509
29111,5550296508_10100780036452619
5281,5550296508_10155981353731509
10758,5550296508_10154977324826509
14794,5550296508_10154434922016509
24725,5550296508_10152987866026509
28223,5550296508_10100829347847189
20973,5550296508_10153801486521509
9131,5550296508_10155235519131509
6569,5550296508_10155741498391509
13161,5550296508_10154629720481509
26509,5550296508_10152674234321509
26298,5550296508_10152710210016509
26361,5550296508_10152700265081509
26245,5550296508_10152719854166509
875,5550296508_10156850042391509
8031,5550296508_10155456361356509
25884,5550296508_10152777657936509
25426,5550296508_10152846124841509
9765,5550296508_10155131359601509
18127,5550296508_10154150367626509
1797,5550296508_10156660739696509
23867,5550296508_10153183564566509
12865,5550296508_10154666645411509
12784,5550296508_10154678298626509
29217,5550296508_10152116352266211
20605,5550296508_10153844280421509
6271,5550296508_10155797884636509
4441,5550296508_10156129199326509
18214,5550296508_10154143602381509
8698,5550296508_10155314042486509
18460,5550296508_10154123527541509
15842,5550296508_10154353716456509
16121,5550296508_10154324024201509
26490,5550296508_10152678548076509
12674,5550296508_10154692946586509
6245,5550296508_10155800800356509
5286,5550296508_10155980640391509
20425,5550296508_10153862571086509
15845,5550296508_10154353234531509
12563,5550296508_10154710468161509
23332,5550296508_10153333503971509
24784,5550296508_10152971130881509
23521,5550296508_10153292694356509
29655,5550296508_10152197107156509
13562,5550296508_10154569454031509
22170,5550296508_10153634202141509
9693,5550296508_10155144430896509
13949,5550296508_10154512009306509
19966,5550296508_10153914780466509
29184,5550296508_10153745712080253
25403,5550296508_10152853041901509
4413,5550296508_10156135198826509
8335,5550296508_10155394819416509
9190,5550296508_10155222435886509
25955,5550296508_10152764925951509
29587,5550296508_10152207873001509
25299,5550296508_10152867721436509
20620,5550296508_10153842305116509
18547,5550296508_10154114540616509
26913,5550296508_10152609813916509
28409,5550296508_10152230442196211
4131,5550296508_10156186926651509
25258,5550296508_10152873581611509
8915,5550296508_10155274447566509
18227,5550296508_10154141679521509
5954,5550296508_10155853792991509
23519,5550296508_10153292477581509
19619,5550296508_10153961039916509
8127,5550296508_10155435419111509
6158,5550296508_10155817289246509
22478,5550296508_10153564520951509
21704,5550296508_10153716873201509
13187,5550296508_10154626543126509
29862,5550296508_10152081593586509
13935,5550296508_10154513121726509
26875,5550296508_10152616659186509
12392,5550296508_10154737612766509
27840,5550296508_10152458409616509
8056,5550296508_10155450577516509
2403,5550296508_10156540605856509
13738,5550296508_10154534470181509
24531,5550296508_10153034620601509
14357,5550296508_10154469362571509
15140,5550296508_10154408300246509
5916,5550296508_10155859411086509
8391,5550296508_10155382208436509
5112,5550296508_10156012764321509
6230,5550296508_10155803096941509
24876,5550296508_10152933242191509
9116,5550296508_10155237485801509
5834,5550296508_10155870997451509
22159,5550296508_10153635345196509
20821,5550296508_10153817514711509
22150,5550296508_10153635686241509
29407,5550296508_10152237499911509
11400,5550296508_10154883294786509
2639,5550296508_10156502954111509
12922,5550296508_10154661153676509
13507,5550296508_10154575130386509
3261,5550296508_10156357186046509
9439,5550296508_10155179338636509
26393,5550296508_10152693039176509
172,5550296508_10157002541376509
2140,5550296508_10156576096551509
19936,5550296508_10153917576921509
1533,5550296508_10156712031231509
15632,5550296508_10154370613816509
3042,5550296508_10156407334186509
26592,5550296508_10152662771421509
3316,5550296508_10156347762676509
6965,5550296508_10155663647056509
7673,5550296508_10155533394236509
8136,5550296508_10155432669671509
11667,5550296508_10154842233131509
27928,5550296508_10152444452056509
21244,5550296508_10153767138101509
8249,5550296508_10155407399306509
28874,5550296508_10101299752128337
10007,5550296508_10155095634866509
15576,5550296508_10154374154441509
26320,5550296508_10152706722816509
8059,5550296508_10155450047061509
24770,5550296508_10152974903851509
27434,5550296508_10152525523621509
1925,5550296508_10156625583821509
24084,5550296508_10153138406211509
3478,5550296508_10156316045256509
20157,5550296508_10153894989826509
17462,5550296508_10154206682606509
6529,5550296508_10155751118806509
2508,5550296508_10156527597031509
15066,5550296508_10154414415891509
1921,5550296508_10156626185996509
8771,5550296508_10155299242101509
27821,5550296508_10152460944066509
19649,5550296508_10153957555451509
12231,5550296508_10154761363171509
718,5550296508_10156881548801509
245,5550296508_10156982231431509
23435,5550296508_10153308697946509
22114,5550296508_10153641105021509
8362,5550296508_10155388221976509
5060,5550296508_10156022178571509
11650,5550296508_10154844400686509
12382,5550296508_10154738183531509
9219,5550296508_10155218405326509
3131,5550296508_10156390545521509
